Date,Price,Volume,BS
2023-01-14 17:37:53,1550.31000,0.01000000,b
2023-01-14 17:38:03,1550.14000,0.06439935,b
2023-01-14 17:38:06,1549.58000,0.01351501,s
2023-01-14 17:38:08,1549.02000,0.28826138,b
2023-01-14 17:38:14,1548.55000,0.12664678,b
2023-01-14 17:38:23,1548.73000,0.15499670,s
2023-01-14 17:38:45,1547.81000,0.01536857,s
2023-01-14 17:39:05,1546.40000,0.01354280,s
2023-01-14 17:39:14,1547.59000,0.02576988,b
2023-01-14 17:39:25,1548.70000,0.05505182,s
2023-01-14 17:43:14,1548.53000,0.00315225,b
2023-01-14 17:44:35,1548.19000,0.05510911,s
2023-01-14 17:47:23,1548.67000,16.14082782,b
2023-01-14 17:47:23,1548.76000,0.25000000,b
2023-01-14 17:47:23,1548.79000,0.67000000,b
2023-01-14 17:47:23,1548.89000,5.00000000,b
2023-01-14 17:47:23,1548.89000,1.08205884,b
2023-01-14 17:47:23,1548.89000,5.82094116,b
2023-01-14 17:47:23,1549.02000,1.03617218,b
2023-01-14 17:49:09,1548.19000,3.94489089,s
2023-01-14 17:49:27,1544.32000,0.01540330,s
2023-01-14 17:49:29,1544.23000,0.02291812,s
2023-01-14 17:52:47,1547.19000,0.00131306,s
2023-01-14 17:52:59,1546.97000,0.50000000,b
2023-01-14 17:53:55,1548.77000,0.01197563,b
2023-01-14 18:04:00,1551.06000,0.06260000,b
2023-01-14 18:08:28,1547.48000,3.67766990,s
2023-01-14 18:09:36,1548.23000,0.00557429,b
2023-01-14 18:09:46,1548.75000,0.02454641,s
2023-01-14 18:11:07,1548.11000,0.01000000,b
2023-01-14 18:12:27,1549.04000,0.01000000,b
2023-01-14 18:12:39,1549.04000,0.04808941,b
2023-01-14 18:15:25,1550.75000,0.01005589,b
2023-01-14 18:15:29,1549.83000,0.01612134,b
2023-01-14 18:17:07,1549.36000,0.08040000,s
2023-01-14 18:18:14,1548.52000,0.19375088,s
2023-01-14 18:18:44,1549.74000,0.46645161,b
2023-01-14 18:21:23,1551.75000,0.09930000,s
2023-01-14 18:24:19,1550.31000,0.01197000,s
2023-01-14 18:26:34,1551.60000,0.14889297,s
2023-01-14 18:28:28,1552.75000,0.01000000,b
2023-01-14 18:28:34,1552.75000,0.00537865,b
2023-01-14 18:28:34,1553.74000,0.05773518,b
2023-01-14 18:30:58,1552.70000,0.10000000,s
2023-01-14 18:31:27,1552.70000,3.90000000,s
2023-01-14 18:31:27,1551.68000,0.83413802,b
2023-01-14 18:31:27,1551.68000,0.16586198,b
2023-01-14 18:31:29,1551.67000,0.01000000,s
2023-01-14 18:31:58,1550.90000,0.25000000,b
2023-01-14 18:31:58,1550.90000,1.47830667,b
2023-01-14 18:40:38,1550.90000,0.14171962,b
2023-01-14 18:47:51,1554.51000,0.25000000,b
2023-01-14 18:47:51,1554.52000,0.01354280,b
2023-01-14 18:47:51,1554.62000,4.53645720,b
2023-01-14 18:52:50,1551.26000,0.03839050,b
2023-01-14 18:53:41,1552.46000,0.10729533,s
2023-01-14 18:58:24,1550.72000,0.01596737,s
2023-01-14 18:59:49,1550.72000,0.03060160,s
2023-01-14 19:00:16,1550.21000,0.03694688,b
2023-01-14 19:03:07,1550.42000,0.10732734,s
2023-01-14 19:03:17,1549.93000,0.32259521,s
2023-01-14 19:03:29,1548.89000,0.17284111,s
2023-01-14 19:03:30,1548.57000,1.90000000,s
2023-01-14 19:03:30,1548.41000,1.90000000,s
2023-01-14 19:03:30,1548.25000,1.20000000,s
2023-01-14 19:04:22,1546.69000,0.01939626,s
2023-01-14 19:04:27,1546.40000,0.01354280,s
2023-01-14 19:04:27,1546.09000,0.03233965,s
2023-01-14 19:04:28,1545.28000,1.90000000,s
2023-01-14 19:06:09,1548.38000,0.05591845,b
2023-01-14 19:08:39,1550.95000,0.50000000,s
2023-01-14 19:09:19,1550.95000,0.01000000,s
2023-01-14 19:11:01,1549.55000,0.02186283,s
2023-01-14 19:13:20,1545.82000,0.01000000,s
2023-01-14 19:13:20,1544.92000,0.01359826,s
2023-01-14 19:16:09,1547.30000,0.04439471,b
2023-01-14 19:18:52,1544.37000,0.01000000,s
2023-01-14 19:18:52,1544.32000,0.01540330,s
2023-01-14 19:18:53,1543.34000,0.07962142,s
2023-01-14 19:22:59,1547.21000,0.01000000,b
2023-01-14 19:23:23,1547.80000,0.00250000,s
2023-01-14 19:28:53,1543.93000,0.07015783,s
2023-01-14 19:30:04,1543.22000,0.01357071,s
2023-01-14 19:30:17,1542.96000,0.03240524,s
2023-01-14 19:31:33,1540.83000,0.01543819,s
2023-01-14 19:31:34,1540.05000,0.01359864,s
2023-01-14 19:31:34,1539.39000,0.01320000,s
2023-01-14 19:31:34,1539.39000,0.00008479,s
2023-01-14 19:31:34,1538.92000,0.01949420,s
2023-01-14 19:31:35,1538.32000,0.03250300,s
2023-01-14 19:31:36,1537.36000,0.01540000,s
2023-01-14 19:31:36,1537.36000,0.00007304,s
2023-01-14 19:31:37,1536.88000,0.01360000,s
2023-01-14 19:31:37,1536.88000,0.00002669,s
2023-01-14 19:31:37,1536.61000,0.00997331,s
2023-01-14 19:31:37,1536.61000,0.00002669,s
2023-01-14 19:31:41,1535.94000,0.20801913,b
2023-01-14 19:31:42,1535.93000,0.02883908,s
2023-01-14 19:31:42,1535.79000,0.02300000,s
2023-01-14 19:31:42,1535.79000,0.00004407,s
2023-01-14 19:31:42,1535.48000,0.02595593,s
2023-01-14 19:31:42,1535.48000,0.00009456,s
2023-01-14 19:31:43,1535.17000,0.03250000,s
2023-01-14 19:31:43,1535.17000,0.00006969,s
2023-01-14 19:31:43,1534.28000,0.01000000,s
2023-01-14 19:31:43,1533.89000,0.01550804,s
2023-01-14 19:31:43,1533.72000,0.01365477,s
2023-01-14 19:31:43,1532.27000,0.03981071,s
2023-01-14 19:31:43,1532.26000,0.03537620,s
2023-01-14 19:31:43,1533.13000,0.12981485,b
2023-01-14 19:31:47,1533.23000,1.90000000,s
2023-01-14 19:31:47,1533.14000,1.90000000,s
2023-01-14 19:31:47,1533.07000,0.67000000,s
2023-01-14 19:31:47,1532.01000,0.03452328,s
2023-01-14 19:31:47,1531.78000,0.09537672,s
2023-01-14 19:31:47,1531.78000,0.03461737,s
2023-01-14 19:31:47,1531.51000,0.01320000,s
2023-01-14 19:31:47,1531.51000,0.00008479,s
2023-01-14 19:31:47,1531.26000,1.49981521,s
2023-01-14 19:31:47,1531.26000,0.25000000,s
2023-01-14 19:31:47,1531.26000,1.63694065,s
2023-01-14 19:31:47,1531.15000,0.01959312,s
2023-01-14 19:31:47,1530.86000,0.67685632,s
2023-01-14 19:31:47,1530.57000,0.01368287,s
2023-01-14 19:31:47,1530.55000,0.03251713,s
2023-01-14 19:31:47,1530.55000,0.00015087,s
2023-01-14 19:31:47,1530.43000,0.01550000,s
2023-01-14 19:31:47,1530.43000,0.00004310,s
2023-01-14 19:31:48,1530.00000,0.39070000,s
2023-01-14 19:31:48,1530.00000,0.00009365,s
2023-01-14 19:31:48,1528.85000,0.01000000,s
2023-01-14 19:31:49,1528.72000,0.25000000,b
2023-01-14 19:31:49,1529.02000,6.29757922,b
2023-01-14 19:31:50,1531.25000,0.20200000,b
2023-01-14 19:31:58,1527.91000,0.15053242,s
2023-01-14 19:31:58,1527.84000,0.29700000,b
2023-01-14 19:32:00,1527.91000,0.01308978,b
2023-01-14 19:32:04,1527.42000,0.01371109,s
2023-01-14 19:32:04,1527.39000,0.02317080,s
2023-01-14 19:32:04,1527.38000,0.03261811,s
2023-01-14 19:32:04,1527.38000,0.00011769,s
2023-01-14 19:32:04,1526.98000,0.01557822,s
2023-01-14 19:32:04,1526.91000,0.02619665,s
2023-01-14 19:32:04,1526.78000,0.90528397,s
2023-01-14 19:32:04,1526.78000,0.09471603,s
2023-01-14 19:32:04,1526.48000,0.02901761,s
2023-01-14 19:32:06,1526.22000,0.01000000,b
2023-01-14 19:32:50,1524.28000,0.01373932,s
2023-01-14 19:32:50,1523.67000,0.01328479,s
2023-01-14 19:32:50,1523.53000,0.01561349,s
2023-01-14 19:32:50,1523.38000,0.01969306,s
2023-01-14 19:32:50,1522.78000,0.03283469,s
2023-01-14 19:32:51,1522.53000,0.00003180,s
2023-01-14 19:32:51,1521.15000,0.01376760,s
2023-01-14 19:32:51,1521.09000,0.01000000,s
2023-01-14 19:33:01,1523.28000,0.06527473,s
2023-01-14 19:33:02,1524.07000,0.01000000,b
2023-01-14 19:33:03,1523.67000,0.21037545,b
2023-01-14 19:33:10,1521.09000,1.90000000,s
2023-01-14 19:33:10,1521.00000,0.03743092,s
2023-01-14 19:33:12,1520.10000,0.01560000,s
2023-01-14 19:33:12,1520.10000,0.00004872,s
2023-01-14 19:33:14,1519.58000,0.03290000,s
2023-01-14 19:33:14,1519.58000,0.00000383,s
2023-01-14 19:33:14,1519.15000,0.01310000,s
2023-01-14 19:33:14,1519.15000,0.00006513,s
2023-01-14 19:33:15,1519.03000,0.02329832,s
2023-01-14 19:33:23,1518.21000,0.07420000,s
2023-01-14 19:33:23,1518.21000,0.00003106,s
2023-01-14 19:33:23,1518.10000,0.08340000,s
2023-01-14 19:33:23,1518.10000,0.00002640,s
2023-01-14 19:33:23,1518.02000,0.01367360,s
2023-01-14 19:33:23,1518.02000,0.00012239,s
2023-01-14 19:33:23,1517.16000,0.07845076,b
2023-01-14 19:33:23,1517.49000,0.03751913,b
2023-01-14 19:33:25,1517.11000,0.05250661,b
2023-01-14 19:33:28,1518.22000,1.90000000,b
2023-01-14 19:33:29,1518.80000,0.03295783,b
2023-01-14 19:33:38,1521.92000,1.00200400,b
2023-01-14 19:33:38,1521.92000,0.01000000,b
2023-01-14 19:33:50,1520.24000,0.03285172,s
2023-01-14 19:33:55,1518.99000,0.06577865,b
2023-01-14 19:33:58,1517.22000,0.07844181,b
2023-01-14 19:33:58,1517.22000,0.04167169,b
2023-01-14 19:33:58,1517.28000,0.07843871,b
2023-01-14 19:34:41,1519.79000,0.04157067,b
2023-01-14 19:34:46,1519.78000,0.01010582,b
2023-01-14 19:35:05,1519.55000,0.04158896,b
2023-01-14 19:35:44,1523.62000,0.04499189,s
2023-01-14 19:36:23,1524.16000,0.12000000,b
2023-01-14 19:36:42,1523.39000,0.06558894,b
2023-01-14 19:37:35,1523.34000,1.00000000,s
2023-01-14 19:37:35,1523.33000,0.25000000,s
2023-01-14 19:37:35,1523.32000,0.43081760,s
2023-01-14 19:37:47,1524.75000,0.80669000,s
2023-01-14 19:38:28,1525.00000,0.14000000,b
2023-01-14 19:39:15,1523.44000,1.90000000,b
2023-01-14 19:40:49,1520.60000,0.74492748,s
2023-01-14 19:40:49,1520.60000,0.37739014,s
2023-01-14 19:43:59,1520.92000,0.50000000,s
2023-01-14 19:44:50,1520.39000,0.02000000,b
2023-01-14 19:46:31,1522.91000,0.01246069,s
2023-01-14 19:47:02,1524.04000,0.50000000,s
2023-01-14 19:48:23,1525.99000,0.01000000,b
2023-01-14 19:49:18,1525.99000,0.00379599,b
2023-01-14 19:49:21,1527.42000,0.26192558,b
2023-01-14 19:49:21,1527.74000,0.03276572,b
2023-01-14 19:49:25,1528.40000,0.01228570,b
2023-01-14 19:50:54,1527.44000,0.05626000,s
2023-01-14 19:51:12,1527.48000,0.11003517,b
2023-01-14 19:52:06,1528.09000,0.03154000,b
2023-01-14 19:54:50,1528.40000,0.00333799,b
2023-01-14 19:54:50,1529.13000,0.02121098,b
2023-01-14 19:54:51,1529.11000,0.06769281,s
2023-01-14 19:54:55,1529.14000,0.01376760,b
2023-01-14 19:54:55,1529.46000,0.25657001,b
2023-01-14 19:55:26,1529.50000,0.18517684,s
2023-01-14 19:56:00,1530.03000,0.07110706,b
2023-01-14 19:56:28,1531.40000,0.05000000,s
2023-01-14 19:56:54,1531.09000,0.08033399,s
2023-01-14 19:58:54,1527.42000,0.02051149,b
2023-01-14 20:04:33,1527.68000,0.01227190,b
2023-01-14 20:05:11,1526.91000,0.25505981,s
2023-01-14 20:06:48,1526.18000,0.02053066,b
2023-01-14 20:06:49,1526.18000,1.87946934,b
2023-01-14 20:07:28,1528.36000,0.01000000,b
2023-01-14 20:09:38,1525.69000,0.02615970,b
2023-01-14 20:10:37,1521.88000,1.90000000,s
2023-01-14 20:10:43,1521.15000,0.01376760,s
2023-01-14 20:10:43,1521.00000,0.17212787,s
2023-01-14 20:10:43,1521.00000,0.22787213,s
2023-01-14 20:12:17,1521.11000,0.01991967,s
2023-01-14 20:12:22,1521.60000,0.65746219,b
2023-01-14 20:14:13,1525.70000,0.65720294,b
