date,price,returns,ma,std,bollup,bolldown,shift,position,strategy,creturns,cstrategy
2021-12-02,4511.30224609375,-0.016638228436503717,4373.104009856259,204.1019236141035,4781.307857084466,3964.900162628052,4586.990234375,1,-0.016638228436503717,10.089825208217427,260.269499567419
2021-12-03,4220.7060546875,-0.06658343260740118,4358.589918887806,192.21448666178782,4743.018892211381,3974.16094556423,4511.30224609375,-1,-0.06658343260740118,9.43988764750498,243.5042018357071
2021-12-04,4119.58740234375,-0.024249412305841624,4335.827774455039,183.08493857969412,4701.997651614427,3969.6578972956504,4220.7060546875,-1,0.024249412305841624,9.213729107956366,249.48121223137395
2021-12-05,4198.32275390625,0.01893208793772683,4322.7320582122975,173.45419220828967,4669.640442628877,3975.823673795718,4119.58740234375,-1,-0.01893208793772683,9.389825918065032,244.80244118286433
2021-12-06,4358.7373046875,0.03749730517741086,4326.161129305174,173.70790628886243,4673.576941882899,3978.745316727449,4198.32275390625,1,-0.03749730517741086,9.74860364785226,235.79298021115804
2021-12-07,4315.0615234375,-0.010070823926960222,4325.104023984443,173.83608804899487,4672.776200082433,3977.4318478864534,4358.7373046875,-1,-0.010070823926960222,9.650919880592724,233.430267823579
2021-12-08,4439.35791015625,0.0283981686841627,4335.985346476997,163.20793026603673,4662.40120700907,4009.569485944923,4315.0615234375,1,-0.0283981686841627,9.928916952744364,226.89451661170162
2021-12-09,4119.81591796875,-0.07470126889815015,4315.397781857163,168.58850256236275,4652.574786981889,3978.2207767324376,4439.35791015625,-1,-0.07470126889815015,9.214240198233147,210.56280213365653
2021-12-10,3908.49609375,-0.052655813005159986,4276.6452401326715,187.5401125176066,4651.725465167885,3901.5650150974584,4119.81591796875,-1,0.052655813005159986,8.741609464780375,221.94725622203194
2021-12-11,4084.452392578125,0.04403499684816347,4258.341159413191,192.3060144366708,4642.953188286533,3873.7291305398494,3908.49609375,-1,-0.04403499684816347,9.135147339791502,212.38587222577104
2021-12-12,4134.453125,0.012167398488535382,4246.5422989928875,190.34512852323502,4627.232556039357,3865.8520419464176,4084.452392578125,-1,-0.012167398488535382,9.246977277778123,209.81734651117674
2021-12-13,3784.226806640625,-0.08851347686673891,4202.512252102196,217.7859342239338,4638.084120550064,3766.9403836543283,4134.453125,-1,0.08851347686673891,8.46367300269361,229.2357272138324
2021-12-14,3745.4404296875,-0.010302372946123368,4158.981602348415,244.2282697115463,4647.438141771508,3670.525062925323,3784.226806640625,-1,0.010302372946123368,8.376924710832666,231.60960646615337
2021-12-15,4018.388671875,0.07034177960891322,4145.591799446185,247.63263803988906,4640.857075525963,3650.326523366407,3745.4404296875,-1,-0.07034177960891322,8.98739146839623,215.87757053813604
2021-12-16,3962.4697265625,-0.014013495196179625,4128.151602028691,250.5797147820824,4629.311031592855,3626.992172464526,4018.388671875,-1,0.014013495196179625,8.862325056692265,218.9240660053934
2021-12-17,3879.486572265625,-0.02116468104642357,4104.469218241732,259.77972959423045,4624.028677430193,3584.909759053271,3962.4697265625,-1,0.02116468104642357,8.67672775542366,223.60690462597282
2021-12-18,3960.860107421875,0.02075838238247958,4090.792160068412,263.2654214000516,4617.323002868516,3564.261317268309,3879.486572265625,-1,-0.02075838238247958,8.858725037253365,219.01303263320375
2021-12-19,3922.592529296875,-0.009708405810989045,4074.7731476139797,260.5696553219593,4595.912458257899,3553.633836970061,3960.860107421875,-1,0.009708405810989045,8.773137073210968,221.14965484774373
2021-12-20,3933.844482421875,0.0028643928033790767,4061.3513699766363,237.72826648349843,4536.807902943633,3585.8948370096396,3922.592529296875,-1,-0.0028643928033790767,8.798302808976201,220.51710174070666
2021-12-21,4020.260009765625,0.021729392067072688,4057.4379070993973,210.07699446724155,4477.59189603388,3637.283918164914,3933.844482421875,-1,-0.021729392067072688,8.991576839092305,215.77708453063835
2021-12-22,3982.099609375,-0.009537359345520004,4050.2628311256453,184.97201583144363,4420.206862788533,3680.318799462758,4020.260009765625,-1,0.009537359345520004,8.906228585126305,217.84487307149394
2021-12-23,4108.015625,0.031130875373133478,4055.763097208917,181.35354724670557,4418.470191702328,3693.0560027155057,3982.099609375,1,-0.031130875373133478,9.187848064218292,211.16764470980868
2021-12-24,4047.98291015625,-0.014721385436212006,4055.022127013425,180.6085489305177,4416.23922487446,3693.8050291523896,4108.015625,-1,-0.014721385436212006,9.053580935459033,208.08173458767035
2021-12-25,4093.281005859375,0.011128140207425564,4058.6658297606577,177.4522827182239,4413.570395197105,3703.76126432421,4047.98291015625,1,-0.011128140207425564,9.154893116061738,205.7790081650446
2021-12-26,4067.328125,-0.0063605468513840005,4059.4908102596432,161.20719170633674,4381.905193672317,3737.0764268469698,4093.281005859375,1,-0.0063605468513840005,9.096847785193576,204.47429488622922
2021-12-27,4037.547607421875,-0.007348823741771372,4057.4009814179512,146.30773469897824,4350.016450815908,3764.7855120199947,4067.328125,-1,-0.007348823741771372,9.03024169218934,202.97715717174154
2021-12-28,3800.89306640625,-0.06040142319578915,4032.971656178742,114.46134241470656,4261.894341008155,3804.048971349329,4037.547607421875,-1,0.06040142319578915,8.500948192591496,215.61509913114335
2021-12-29,3628.53173828125,-0.04640796995498094,3994.4535687599328,134.05151378453513,4262.556596329003,3726.3505411908627,3800.89306640625,-1,0.04640796995498094,8.115450706817112,225.8571770653027
2021-12-30,3713.85205078125,0.023241539950406245,3967.7296146667245,144.3540450014598,4256.4377046696445,3679.021524663805,3628.53173828125,-1,-0.023241539950406245,8.30627521665369,220.6684391554212
2021-12-31,3682.6328125,-0.00844169203451989,3940.5775382698935,151.88037782050392,4244.3382939109015,3636.8167826288854,3713.85205078125,-1,0.00844169203451989,8.236451329844897,222.53913898728084
2022-01-01,3769.697021484375,0.023366698020121392,3924.3032033379395,147.3919984611508,4219.087200260241,3629.519206415638,3682.6328125,-1,-0.023366698020121392,8.431176179261648,217.39941714927437
2022-01-02,3829.56494140625,0.01575657184191493,3915.280511725398,145.72787921908466,4206.7362701635675,3623.8247532872288,3769.697021484375,-1,-0.01575657184191493,8.565074733302072,214.0007932595916
2022-01-03,3761.38037109375,-0.01796519441683337,3900.623355474765,144.8199093709143,4190.263174216594,3610.9835367329365,3829.56494140625,-1,0.01796519441683337,8.412575441784584,217.88010103901095
