Date,Open,High,Low,Close,Volume
2021-02-15 19:00:00,1805.75,1834.57,1652.0,1777.87,8749.1689166
2021-02-16 19:00:00,1778.4,1825.24,1725.43,1781.12,2832.31201017
2021-02-17 19:00:00,1781.12,1853.39,1735.37,1847.27,5595.09626539
2021-02-18 19:00:00,1850.16,1950.0,1850.16,1938.36,4176.94374321
2021-02-19 19:00:00,1941.38,1971.01,1893.28,1955.14,2762.50059883
2021-02-20 19:00:00,1959.92,2040.37,1820.0,1915.24,11154.48443428
2021-02-21 19:00:00,1913.14,1974.67,1880.0,1933.39,5871.0213965
2021-02-22 19:00:00,1935.27,1935.27,1120.0,1780.25,20356.81002375
2021-02-23 19:00:00,1777.37,1780.87,1351.0,1577.99,17248.32227345
2021-02-24 19:00:00,1561.68,1720.0,1504.62,1623.2,7642.17538391
2021-02-25 19:00:00,1624.32,1671.74,1460.0,1477.72,3438.12021773
2021-02-26 19:00:00,1482.4,1561.81,1401.0,1442.67,10077.90017423
2021-02-27 19:00:00,1444.41,1526.21,1426.5,1457.89,3428.07143409
2021-02-28 19:00:00,1458.21,1467.82,1295.89,1418.28,4586.72369347
2021-03-01 19:00:00,1424.26,1571.59,1410.66,1571.59,4314.7093267
2021-03-02 19:00:00,1569.66,1602.5,1457.4,1489.57,3056.92399918
2021-03-03 19:00:00,1486.81,1654.37,1475.99,1569.73,4024.73863552
2021-03-04 19:00:00,1568.66,1622.91,1505.92,1537.85,2471.89802337
2021-03-05 19:00:00,1539.87,1547.65,1443.71,1529.16,3649.2300332
2021-03-06 19:00:00,1533.7,1670.0,1516.48,1651.95,3157.14471538
2021-03-07 19:00:00,1653.35,1732.65,1632.33,1726.27,1811.95462248
2021-03-08 19:00:00,1732.46,1838.74,1667.11,1830.66,2819.28882858
2021-03-09 19:00:00,1835.19,1868.6,1798.47,1868.6,2603.1189647
2021-03-10 19:00:00,1870.0,1876.7,1750.01,1795.53,2829.89080688
2021-03-11 19:00:00,1795.41,1845.0,1678.9,1822.0,2641.87039046
2021-03-12 19:00:00,1827.23,1841.25,1714.19,1767.73,3326.85981343
2021-03-13 19:00:00,1767.14,1958.84,1730.88,1925.2,3079.82800027
2021-03-14 20:00:00,1922.14,1931.0,1839.42,1850.39,1783.88274613
2021-03-15 20:00:00,1849.58,1890.19,1734.45,1786.85,2930.40268505
2021-03-16 20:00:00,1795.76,1818.87,1712.12,1806.36,1631.71084371
2021-03-17 20:00:00,1806.36,1838.05,1743.8,1822.64,1853.92189076
2021-03-18 20:00:00,1824.85,1848.04,1761.41,1777.45,1769.81926253
2021-03-19 20:00:00,1776.98,1838.78,1735.01,1810.89,1832.93354829
2021-03-20 20:00:00,1809.47,1869.04,1802.48,1804.86,655.13293781
2021-03-21 20:00:00,1803.71,1815.3,1748.4,1784.1,1129.4273532
2021-03-22 20:00:00,1783.87,1806.36,1657.66,1681.28,2410.99841064
2021-03-23 20:00:00,1686.3,1721.6,1650.5,1670.38,1958.30437381
2021-03-24 20:00:00,1667.66,1737.15,1545.82,1582.63,2914.03221619
2021-03-25 20:00:00,1579.39,1620.73,1550.61,1588.28,1973.03773065
2021-03-26 20:00:00,1589.57,1698.28,1589.57,1698.19,1116.94359595
2021-03-27 20:00:00,1699.0,1730.39,1667.69,1711.63,955.84300083
2021-03-28 20:00:00,1715.15,1724.61,1662.46,1686.49,925.58546791
2021-03-29 20:00:00,1684.81,1840.0,1677.58,1820.92,1782.25112056
2021-03-30 20:00:00,1822.13,1858.74,1788.99,1838.96,1449.64786362
2021-03-31 20:00:00,1841.07,1945.44,1771.48,1915.07,2616.8643143
2021-04-01 20:00:00,1920.5,1983.99,1888.26,1970.33,2096.84476988
2021-04-02 20:00:00,1964.48,2145.37,1920.0,2136.66,3443.26414242
2021-04-03 20:00:00,2135.12,2138.28,2002.1,2010.65,1873.02869996
2021-04-04 20:00:00,2009.29,2089.53,1980.05,2076.65,4188.84589756
2021-04-05 20:00:00,2077.75,2129.01,2004.1,2106.48,3793.02722527
2021-04-06 20:00:00,2109.49,2149.81,2025.67,2113.08,1936.55036445
2021-04-07 20:00:00,2112.97,2128.23,1933.45,1961.17,3143.91138224
2021-04-08 20:00:00,1962.55,2083.07,1951.0,2079.85,1010.52703464
2021-04-09 20:00:00,2081.67,2099.45,2051.39,2069.82,1147.51037921
2021-04-10 20:00:00,2068.31,2195.0,2061.43,2132.9,3722.98834545
2021-04-11 20:00:00,2138.3,2161.98,2115.57,2150.0,604.68005789
2021-04-12 20:00:00,2153.05,2199.27,2104.59,2139.82,1455.84027702
2021-04-13 20:00:00,2143.45,2315.0,2137.36,2304.99,3176.904717
2021-04-14 20:00:00,2304.12,2444.56,2282.65,2421.78,4793.29810943
2021-04-15 20:00:00,2432.73,2541.66,2403.73,2514.88,2308.22294792
2021-04-16 20:00:00,2519.74,2544.99,2302.79,2425.6,3145.2387061
2021-04-17 20:00:00,2424.32,2492.45,2315.61,2318.65,2024.44640747
2021-04-18 20:00:00,2322.27,2334.56,1952.69,2236.59,10760.87786086
2021-04-19 20:00:00,2237.77,2275.57,2079.05,2166.65,2874.28101417
2021-04-20 20:00:00,2162.99,2345.0,2050.01,2331.27,4708.77610509
2021-04-21 20:00:00,2339.67,2467.07,2236.7,2355.68,3966.10044435
2021-04-22 20:00:00,2357.92,2643.21,2305.0,2401.22,10376.78348881
2021-04-23 20:00:00,2400.0,2439.34,2092.37,2365.39,11179.65562641
2021-04-24 20:00:00,2366.84,2366.92,2158.0,2215.23,4084.52724201
2021-04-25 20:00:00,2221.19,2353.79,2163.42,2318.9,4015.53439965
2021-04-26 20:00:00,2319.93,2539.33,2305.77,2538.16,5935.25470505
2021-04-27 20:00:00,2532.6,2677.24,2482.9,2663.27,4639.8069537
2021-04-28 20:00:00,2666.51,2758.65,2558.23,2747.54,5998.29211886
2021-04-29 20:00:00,2747.54,2795.79,2671.0,2756.8,4462.10856358
2021-04-30 20:00:00,2756.57,2796.0,2724.65,2774.06,2048.79752484
2021-05-01 20:00:00,2774.04,2951.66,2756.35,2943.54,3721.24621227
2021-05-02 20:00:00,2945.75,2984.73,2853.96,2954.39,3452.42138099
2021-05-03 20:00:00,2954.35,3450.0,2954.35,3427.86,9517.59637535
2021-05-04 20:00:00,3434.99,3524.49,3170.0,3238.07,14733.05567179
2021-05-05 20:00:00,3240.81,3544.05,3209.98,3521.22,5209.44611868
2021-05-06 20:00:00,3525.33,3602.92,3379.25,3490.78,3405.06442703
2021-05-07 20:00:00,3493.11,3584.87,3356.21,3478.13,3949.61200213
2021-05-08 20:00:00,3482.72,3956.1,3452.68,3905.0,6818.5052887
2021-05-09 20:00:00,3909.02,3980.0,3730.59,3923.95,5362.62795856
2021-05-10 20:00:00,3929.42,4202.47,3318.99,3946.87,11584.39747174
2021-05-11 20:00:00,3945.72,4175.46,3769.86,4170.86,5612.18872654
2021-05-12 20:00:00,4170.31,4370.0,3750.0,3770.0,10211.60959769
2021-05-13 20:00:00,3770.0,4172.56,3450.0,3715.38,14390.91945878
2021-05-14 20:00:00,3696.03,4179.44,3695.03,4078.62,4033.82272628
2021-05-15 20:00:00,4075.67,4128.0,3630.25,3643.5,4937.19007258
2021-05-16 20:00:00,3667.44,3879.99,3344.12,3587.71,8446.8462771
2021-05-17 20:00:00,3583.46,3585.75,3120.61,3281.42,8167.41270088
2021-05-18 20:00:00,3290.19,3560.0,3239.48,3372.24,4657.44574276
2021-05-19 20:00:00,3377.06,3436.24,1820.0,2434.42,47233.05114158
2021-05-20 20:00:00,2434.42,2989.82,2145.63,2766.08,19430.47653226
2021-05-21 20:00:00,2774.7,2935.55,2100.0,2431.54,16305.04866709
2021-05-22 20:00:00,2429.23,2483.98,2158.0,2288.64,8984.42202558
2021-05-23 20:00:00,2289.67,2378.68,1730.15,2096.82,23838.22493738
2021-05-24 20:00:00,2098.24,2684.45,2081.08,2643.34,13825.16852635
2021-05-25 20:00:00,2641.68,2747.16,2381.1,2704.51,11726.96765773
2021-05-26 20:00:00,2706.91,2907.47,2645.0,2885.31,8965.77231052
2021-05-27 20:00:00,2885.55,2887.2,2632.99,2736.08,4795.75355972
2021-05-28 20:00:00,2729.53,2757.53,2329.81,2414.88,9152.45329636
2021-05-29 20:00:00,2410.17,2571.18,2208.0,2276.25,6458.04232126
2021-05-30 20:00:00,2279.04,2474.04,2185.69,2389.68,5605.77485216
2021-05-31 20:00:00,2384.51,2716.73,2275.0,2706.14,4482.12743998
2021-06-01 20:00:00,2702.51,2738.18,2528.89,2635.64,4393.18985706
2021-06-02 20:00:00,2648.97,2800.0,2554.76,2707.21,8294.9404056
2021-06-03 20:00:00,2705.57,2888.88,2666.41,2855.39,4276.62193809
2021-06-04 20:00:00,2857.96,2857.96,2547.87,2681.44,4817.22455064
2021-06-05 20:00:00,2689.78,2814.06,2548.23,2629.02,6193.28484162
2021-06-06 20:00:00,2626.98,2746.26,2615.48,2711.26,2532.58565413
2021-06-07 20:00:00,2710.13,2845.0,2565.28,2590.96,4888.62782172
2021-06-08 20:00:00,2587.56,2619.27,2306.0,2508.52,11185.75279499
2021-06-09 20:00:00,2507.69,2624.86,2406.98,2602.37,4245.52523113
2021-06-10 20:00:00,2609.32,2619.27,2428.51,2469.76,2211.61740901
2021-06-11 20:00:00,2469.6,2494.44,2322.95,2354.65,1584.05509754
2021-06-12 20:00:00,2352.0,2450.36,2256.23,2366.93,2313.73378291
2021-06-13 20:00:00,2371.93,2550.16,2310.65,2508.53,2117.56866674
2021-06-14 20:00:00,2513.82,2607.52,2464.25,2580.85,2991.99422896
2021-06-15 20:00:00,2584.58,2640.0,2512.0,2545.67,2356.01103926
2021-06-16 20:00:00,2542.19,2552.63,2353.8,2369.82,2430.93275098
2021-06-17 20:00:00,2368.48,2457.92,2308.45,2370.15,2052.99520587
2021-06-18 20:00:00,2368.29,2376.36,2139.86,2231.11,3516.70062793
2021-06-19 20:00:00,2231.37,2275.5,2163.51,2167.78,2981.44687173
2021-06-20 20:00:00,2164.46,2276.0,2043.26,2242.46,2602.78201644
2021-06-21 20:00:00,2245.41,2257.09,1867.2,1889.62,10702.01619039
2021-06-22 20:00:00,1886.59,1994.75,1695.18,1877.42,12561.95491872
2021-06-23 20:00:00,1877.76,2042.79,1850.01,1971.78,4423.11144415
2021-06-24 20:00:00,1968.27,2034.54,1886.3,1987.71,2561.09787723
2021-06-25 20:00:00,1988.47,2018.97,1792.47,1810.94,4879.38683217
2021-06-26 20:00:00,1809.93,1851.37,1716.24,1830.2,4373.0771197
2021-06-27 20:00:00,1831.51,1983.7,1807.83,1980.9,3473.52706017
2021-06-28 20:00:00,1984.88,2150.33,1962.69,2081.71,4872.68290237
2021-06-29 20:00:00,2084.91,2258.0,2078.67,2164.25,4509.15805996
2021-06-30 20:00:00,2162.87,2285.74,2090.0,2274.91,5041.45740813
2021-07-01 20:00:00,2276.0,2276.31,2075.15,2113.3,3020.81448094
2021-07-02 20:00:00,2108.0,2158.24,2020.73,2146.16,2971.46555457
2021-07-03 20:00:00,2157.86,2238.86,2114.92,2225.54,1739.30647432
2021-07-04 20:00:00,2225.96,2387.0,2191.11,2324.04,2686.1323196
2021-07-05 20:00:00,2321.27,2322.88,2160.0,2196.53,4644.76155488
2021-07-06 20:00:00,2198.73,2347.73,2194.38,2323.7,4071.53949347
2021-07-07 20:00:00,2315.15,2406.61,2295.34,2311.37,3283.5698397
2021-07-08 20:00:00,2315.08,2324.02,2078.97,2118.73,3918.17237188
2021-07-09 20:00:00,2117.02,2187.09,2048.79,2145.85,2882.16445838
2021-07-10 20:00:00,2146.13,2191.57,2077.0,2110.68,1291.70869971
2021-07-11 20:00:00,2110.72,2173.41,2082.38,2139.53,932.94918584
2021-07-12 20:00:00,2140.84,2168.17,2010.0,2036.95,1514.32651832
2021-07-13 20:00:00,2031.76,2043.79,1919.9,1940.13,2585.45254692
2021-07-14 20:00:00,1940.48,2018.06,1867.06,1994.3,3396.65891965
2021-07-15 20:00:00,1998.19,2039.99,1882.15,1919.37,2873.30606188
2021-07-16 20:00:00,1918.8,1964.48,1851.0,1879.26,2225.17363961
2021-07-17 20:00:00,1875.58,1918.41,1848.5,1897.98,1486.52904823
2021-07-18 20:00:00,1898.49,1991.0,1879.97,1895.28,1853.13688097
2021-07-19 20:00:00,1891.81,1915.89,1805.72,1818.0,2695.93575418
2021-07-20 20:00:00,1816.26,1838.4,1720.0,1789.03,5965.40100086
2021-07-21 20:00:00,1784.55,2031.99,1754.23,1988.52,3812.74654086
2021-07-22 20:00:00,1994.4,2043.9,1950.0,2019.02,2757.77772812
2021-07-23 20:00:00,2019.02,2130.41,1996.6,2123.2,3021.12016433
2021-07-24 20:00:00,2130.31,2195.38,2106.51,2185.16,1774.52815878
2021-07-25 20:00:00,2186.73,2195.0,2108.16,2190.01,1797.13619542
2021-07-26 20:00:00,2190.84,2429.82,2176.06,2230.44,6396.15798115
2021-07-27 20:00:00,2229.81,2316.72,2154.18,2302.5,2747.55427944
2021-07-28 20:00:00,2300.29,2346.48,2242.74,2299.88,2843.78257793
2021-07-29 20:00:00,2291.52,2399.0,2267.59,2380.7,1351.62844956
2021-07-30 20:00:00,2383.53,2468.93,2315.69,2462.23,3785.86502743
2021-07-31 20:00:00,2462.83,2551.83,2421.73,2527.14,2234.11142027
2021-08-01 20:00:00,2531.67,2696.0,2516.45,2556.59,3133.09239523
2021-08-02 20:00:00,2555.79,2667.28,2511.07,2609.13,2756.81121064
2021-08-03 20:00:00,2607.42,2630.37,2417.44,2500.97,4205.44167634
2021-08-04 20:00:00,2508.67,2766.0,2459.91,2725.75,4482.88288977
2021-08-05 20:00:00,2718.42,2842.36,2523.85,2827.37,6718.17865947
2021-08-06 20:00:00,2830.77,2945.48,2725.0,2891.0,4660.36493335
2021-08-07 20:00:00,2891.85,3171.05,2867.81,3160.51,5129.96325979
2021-08-08 20:00:00,3160.63,3187.99,2950.77,3012.0,3560.49298595
2021-08-09 20:00:00,3012.09,3189.03,2895.3,3164.2,5242.9106888
2021-08-10 20:00:00,3161.03,3233.0,3055.12,3140.8,4248.29081828
2021-08-11 20:00:00,3141.72,3271.33,3124.16,3166.09,3600.36267437
2021-08-12 20:00:00,3161.32,3236.35,2981.77,3040.99,3015.09285022
2021-08-13 20:00:00,3046.93,3325.77,3040.68,3321.94,3348.19810028
2021-08-14 20:00:00,3323.54,3328.82,3205.2,3267.36,1835.94903968
2021-08-15 20:00:00,3266.11,3318.88,3112.58,3307.7,1805.38248557
2021-08-16 20:00:00,3307.69,3335.0,3136.34,3147.89,2606.55905509
2021-08-17 20:00:00,3147.88,3289.99,2995.67,3013.7,3165.51647056
2021-08-18 20:00:00,3012.59,3123.01,2951.79,3013.14,2431.61456094
2021-08-19 20:00:00,3023.22,3186.75,2960.29,3184.42,2818.3056057
2021-08-20 20:00:00,3184.86,3298.99,3179.38,3284.98,3764.2667324
2021-08-21 20:00:00,3284.94,3307.43,3206.11,3226.19,1826.46723786
2021-08-22 20:00:00,3225.2,3270.14,3132.0,3237.43,2261.72654015
2021-08-23 20:00:00,3237.36,3377.26,3231.95,3318.01,3741.70679352
2021-08-24 20:00:00,3321.67,3358.13,3150.0,3169.83,3549.66498355
2021-08-25 20:00:00,3169.65,3248.0,3079.47,3224.94,2382.50847463
2021-08-26 20:00:00,3227.97,3250.99,3050.56,3093.55,3566.53634271
2021-08-27 20:00:00,3090.0,3280.46,3062.15,3268.53,2241.24764084
2021-08-28 20:00:00,3273.48,3283.88,3208.26,3241.52,980.31869645
2021-08-29 20:00:00,3245.59,3282.05,3152.79,3231.24,909.86937601
2021-08-30 20:00:00,3223.39,3345.0,3143.44,3219.95,2557.22716435
2021-08-31 20:00:00,3224.49,3471.14,3194.77,3430.13,4703.88934667
